기준월,거래처 코드,제품코드,박스,금액
2025-05,1200140,101003241,1440,8280.0
2025-05,1200140,101003346,216,3036.96
2025-05,1200140,101003347,1080,12906.0
2025-05,1200140,101003360,360,2070.0
2025-05,1200140,101004141,1620,21400.2
2025-05,1200140,101004174,1080,6210.0
2025-05,1200140,101004183,360,2070.0
2025-05,1200140,101004229,162,4020.84
2025-05,1200140,101004230,324,8041.68
2025-05,1200140,101004233,192,2021.76
2025-05,1200140,101004245,216,3036.96
2025-05,1200140,101004257,384,3513.6
2025-05,1200140,101070017,192,1616.64
2025-05,1200140,101070153,288,2770.56
2025-05,1200140,101070154,288,2770.56
2025-05,1200140,101070156,432,4155.84
2025-05,1200140,101070158,288,2770.56
2025-05,1200140,101070162,3168,30476.16
2025-05,1200140,101070165,1584,15238.08
2025-05,1200140,101070168,1584,15238.08
2025-05,1200148,101002188,0,-82.08
2025-05,1200148,101002612,0,-76.5
2025-05,1200148,101004141,0,-1263.6
2025-05,1200148,101004224,3240,45554.4
2025-05,1200148,101004261,0,-200.88
2025-05,1200148,101070158,144,1385.28
2025-05,1200148,101070162,720,6926.4
2025-05,1200148,101070165,0,-82.08
2025-05,1200148,101070168,576,5541.12
2025-05,1200160,101002612,1800,16893.0
2025-05,1200160,101002859,2805,14026.650000000001
2025-05,1200160,101003347,1344,16915.2
2025-05,1200160,101004174,2475,12686.85
2025-05,1200160,101004224,1920,24211.2
2025-05,1200160,101004261,1512,33588.0
2025-05,1200160,101070156,1890,17826.48
2025-05,1200160,101070162,1827,16938.81
2025-05,1200160,101070168,1386,12845.7
2025-05,1200173,101002612,450,4356.0
2025-05,1200173,101003346,96,1270.08
2025-05,1200173,101003347,96,1270.08
2025-05,1200173,101004141,216,3116.88
2025-05,1200173,101004224,480,6350.4
2025-05,1200173,101004230,144,3414.24
2025-05,1200173,101004233,288,2761.92
2025-05,1200173,101004261,360,8535.599999999999
2025-05,1200173,101005690,288,2761.92
2025-05,1200173,101070156,378,3806.46
2025-05,1200173,101070158,378,3806.46
2025-05,1200173,101070162,567,5709.6900000000005
2025-05,1200173,101070165,189,1903.23
2025-05,1200173,101070168,378,3806.46
2025-05,1200176,101002402,216,2144.88
2025-05,1200176,101002859,300,1557.0
2025-05,1200176,101003241,300,1557.0
2025-05,1200176,101004257,160,1296.0
2025-05,1200176,101070153,216,2144.88
2025-05,1200176,101070154,216,2144.88
2025-05,1200176,101070156,324,3217.32
2025-05,1200176,101070158,216,2144.88
2025-05,1200176,101070162,324,3217.32
2025-05,1200176,101070165,216,2144.88
2025-05,1200176,101070168,540,5362.200000000001
2025-05,1200180,101002188,288,3087.36
2025-05,1200180,101002402,288,3087.36
2025-05,1200180,101002715,360,2998.8
2025-05,1200180,101070153,288,3087.36
2025-05,1200180,101070156,864,9262.08
2025-05,1200180,101070158,432,4631.04
2025-05,1200180,101070162,576,6174.72
2025-05,1200180,101070165,288,3087.36
2025-05,1200180,101070168,1152,12349.44
2025-05,1200187,101002381,300,4314.0
2025-05,1200187,101003241,360,2037.6
2025-05,1200187,101003346,216,3002.4
2025-05,1200187,101003347,432,5101.92
2025-05,1200187,101004141,162,2110.86
2025-05,1200187,101004224,648,9007.2
2025-05,1200187,101004261,162,3986.82
2025-05,1200187,101070153,144,1357.92
2025-05,1200187,101070156,288,2715.84
2025-05,1200187,101070158,144,1357.92
2025-05,1200187,101070162,576,5431.68
2025-05,1200187,101070168,576,5431.68
2025-05,1200188,101002381,600,7854.0
2025-05,1200188,101002612,900,8712.0
2025-05,1200188,101003241,2145,11261.25
2025-05,1200188,101004261,360,8535.6
2025-05,1200188,101070156,819,8247.33
2025-05,1200188,101070158,945,9516.15
2025-05,1200197,101002381,300,3876.32
2025-05,1200197,101002612,1800,17244.0
2025-05,1200197,101002715,7200,59040.0
2025-05,1200197,101002717,480,3936.0
2025-05,1200197,101003015,2592,38361.6
2025-05,1200197,101003241,3960,20566.7
2025-05,1200197,101003347,480,6316.799999999999
2025-05,1200197,101003360,165,861.3
2025-05,1200197,101004174,165,861.3
2025-05,1200197,101004224,5760,75916.65
2025-05,1200197,101004229,72,1699.2
2025-05,1200197,101004230,288,6796.8
2025-05,1200197,101004233,1920,17925.12
2025-05,1200197,101004257,2112,16784.64
2025-05,1200197,101004261,6120,144371.25
2025-05,1200197,101070017,96,910.08
2025-05,1200197,101070153,189,1689.78
2025-05,1200197,101070154,630,5670.0
2025-05,1200197,101070156,5292,47907.96
2025-05,1200197,101070158,756,6836.43
2025-05,1200197,101070162,9261,83799.18
2025-05,1200197,101070165,7245,65660.79000000001
2025-05,1200197,101070168,3276,29786.4
2025-05,1200200,101002379,12050,160301.61
2025-05,1200200,101002612,4987,15461.889999999998
2025-05,1200200,101002717,3420,11930.310000000001
2025-05,1200200,101002859,6120,-12892.22
2025-05,1200200,101003241,3780,12458.130000000001
2025-05,1200200,101003346,734,-3589.45
2025-05,1200200,101003359,2149,7029.290000000001
2025-05,1200200,101004141,488,3109.749999999999
2025-05,1200200,101004174,2700,12828.190000000002
2025-05,1200200,101004183,4483,27929.09
2025-05,1200200,101004224,511,-12752.859999999999
2025-05,1200200,101004229,148,3057.6000000000004
2025-05,1200200,101004230,91,2564.09
2025-05,1200200,101004233,8505,26666.409999999996
2025-05,1200200,101004245,17,193.1
2025-05,1200200,101004261,1422,39156.58
2025-05,1200200,101005690,577,-7088.82
2025-05,1200200,101070154,315,1378.03
2025-05,1200200,101070155,716,2433.5099999999998
2025-05,1200200,101070156,0,-10992.56
2025-05,1200200,101070161,6202,34279.59
2025-05,1200200,101070162,1084,11648.02
2025-05,1200200,101070164,18,-6493.36
2025-05,1200200,101070165,864,7582.570000000001
2025-05,1200200,101070168,5544,41425.44
2025-05,1200236,101002381,450,5694.15
2025-05,1200236,101002612,900,8421.6
2025-05,1200236,101002715,1800,14290.56
2025-05,1200236,101002859,1080,5481.0
2025-05,1200236,101003241,1440,7182.0
2025-05,1200236,101003346,0,-285.77
2025-05,1200236,101003347,4320,48028.46
2025-05,1200236,101003359,360,1890.0
2025-05,1200236,101003360,1080,5481.0
2025-05,1200236,101004141,5832,67350.85
2025-05,1200236,101004174,720,3780.0
2025-05,1200236,101004183,360,1701.0
2025-05,1200236,101004224,8424,110020.69999999998
2025-05,1200236,101004229,162,3841.02
2025-05,1200236,101004230,324,7682.04
2025-05,1200236,101004233,384,3682.56
2025-05,1200236,101004245,216,2571.91
2025-05,1200236,101004257,192,1418.69
2025-05,1200236,101004261,1134,25734.829999999998
2025-05,1200236,101005690,192,1841.28
2025-05,1200236,101070017,0,-184.13
2025-05,1200236,101070155,288,1451.52
2025-05,1200236,101070161,288,1451.52
2025-05,1200236,101070162,1440,12326.400000000001
2025-05,1200236,101070165,432,3697.92
2025-05,1200236,101070167,2304,11612.16
2025-05,1200236,101070168,1440,12326.400000000001
2025-05,1200255,101002188,288,2957.76
2025-05,1200255,101002381,75,1029.0
2025-05,1200255,101002402,144,1478.88
2025-05,1200255,101002859,180,937.8
2025-05,1200255,101003359,180,937.8
2025-05,1200255,101003360,180,937.8
2025-05,1200255,101004141,162,2302.02
2025-05,1200255,101004224,216,2745.36
2025-05,1200255,101070017,96,814.08
2025-05,1200255,101070153,288,2957.76
2025-05,1200255,101070154,144,1478.88
2025-05,1200255,101070156,432,4436.64
2025-05,1200255,101070162,864,8873.28
2025-05,1200255,101070165,720,7394.4
2025-05,1200255,101070168,720,7394.4
2025-05,1200256,101002715,320,2084.65
2025-05,1200256,101002717,480,4221.2
2025-05,1200256,101002859,330,1654.1299999999999
2025-05,1200256,101003241,1155,4638.28
2025-05,1200256,101004224,1248,15822.74
2025-05,1200256,101004261,864,20701.44
2025-05,1200256,101070161,675,3847.5
2025-05,1200265,101002188,288,3286.08
2025-05,1200265,101002402,144,1643.04
2025-05,1200265,101002715,1440,12740.400000000001
2025-05,1200265,101002717,360,3160.8
2025-05,1200265,101003241,360,2052.0
2025-05,1200265,101003359,360,2084.4
2025-05,1200265,101004174,180,1026.0
2025-05,1200265,101004224,216,3019.68
2025-05,1200265,101004261,162,4033.8
2025-05,1200265,101070153,144,1643.04
2025-05,1200265,101070154,720,8215.2
2025-05,1200265,101070156,1584,18043.2
2025-05,1200265,101070158,720,8184.96
2025-05,1200265,101070162,1584,18043.2
2025-05,1200265,101070165,1008,11471.04
2025-05,1200265,101070168,2304,26288.64
2025-05,1200273,101002381,720,9424.8
2025-05,1200273,101002402,648,5546.88
2025-05,1200273,101002612,2850,27588.0
2025-05,1200273,101002715,480,3969.6
2025-05,1200273,101002717,480,3969.6
2025-05,1200273,101002859,3000,15750.0
2025-05,1200273,101003241,3000,15750.0
2025-05,1200273,101003347,360,4050.0
2025-05,1200273,101004224,960,12700.8
2025-05,1200273,101004230,180,4267.8
2025-05,1200273,101004233,480,4603.2
2025-05,1200273,101004261,810,19205.1
2025-05,1200273,101070153,540,4622.4
2025-05,1200273,101070156,540,4622.4
2025-05,1200273,101070158,540,4622.4
2025-05,1200273,101070162,1512,12942.72
2025-05,1200273,101070168,1512,12942.72
2025-05,1200280,101002612,300,2883.0
2025-05,1200280,101002859,330,1712.7
2025-05,1200280,101004174,165,856.35
2025-05,1200280,101004257,288,2332.8
2025-05,1200280,101070154,189,1876.77
2025-05,1200280,101070156,315,3127.9500000000003
2025-05,1200280,101070158,126,1251.18
2025-05,1200280,101070162,504,5004.72
2025-05,1200280,101070165,189,1876.77
2025-05,1200280,101070168,315,3127.9500000000003
2025-05,1200288,101002612,1200,10092.0
2025-05,1200288,101002859,360,1652.4
2025-05,1200288,101003241,360,1652.4
2025-05,1200288,101004174,360,1652.4
2025-05,1200288,101070153,1008,9001.44
2025-05,1200288,101070154,720,6429.6
2025-05,1200288,101070156,3888,34719.840000000004
2025-05,1200288,101070158,720,6429.6
2025-05,1200288,101070162,5616,50150.880000000005
2025-05,1200288,101070165,720,6429.6
2025-05,1200288,101070168,3600,32148.0
2025-05,1200363,101002402,0,-142.56
2025-05,1200363,101002612,3600,32028.36
2025-05,1200363,101003241,4320,20017.29
2025-05,1200363,101004224,1944,16790.35
2025-05,1200363,101004230,2916,63393.56
2025-05,1200363,101004233,4608,39752.31
2025-05,1200363,101004261,648,13904.65
2025-05,1200363,101070017,0,-91.2
2025-05,1200363,101070153,0,-142.56
2025-05,1200363,101070154,0,-285.12
2025-05,1200363,101070156,2448,23394.57
2025-05,1200363,101070158,1440,14992.560000000001
2025-05,1200363,101070162,1296,11711.039999999999
2025-05,1200363,101070165,1152,10409.81
2025-05,1200363,101070168,1584,15793.279999999999
2025-05,1200419,101002188,567,6078.12
2025-05,1200419,101002402,378,4055.88
2025-05,1200419,101002612,600,5887.68
2025-05,1200419,101002715,640,5179.0
2025-05,1200419,101002859,495,2618.55
2025-05,1200419,101003241,495,2612.73
2025-05,1200419,101003346,384,4942.08
2025-05,1200419,101003359,330,1745.7
2025-05,1200419,101004141,720,10346.4
2025-05,1200419,101004174,660,3485.5800000000004
2025-05,1200419,101004230,144,3405.6
2025-05,1200419,101004233,672,6440.58
2025-05,1200419,101004261,648,15300.28
2025-05,1200419,101070153,441,4710.96
2025-05,1200419,101070154,693,7456.68
2025-05,1200419,101070156,882,9478.92
2025-05,1200419,101070162,567,6078.12
2025-05,1200419,101070165,756,8123.160000000001
2025-05,1200424,101002188,144,1196.98
2025-05,1200424,101002381,0,-60.52
2025-05,1200424,101002402,144,1152.5900000000001
2025-05,1200424,101002612,0,-89.83
2025-05,1200424,101002715,540,3888.0
2025-05,1200424,101002716,162,1286.28
2025-05,1200424,101002717,180,1296.0
2025-05,1200424,101002859,360,1478.17
2025-05,1200424,101003015,144,2122.56
2025-05,1200424,101003241,0,-348.65999999999997
2025-05,1200424,101004257,192,1276.34
2025-05,1200424,101070153,288,2483.06
2025-05,1200424,101070154,288,2438.34
2025-05,1200424,101070156,576,4877.01
2025-05,1200424,101070158,720,6162.93
2025-05,1200424,101070162,720,5895.780000000001
2025-05,1200424,101070165,144,1107.8700000000001
2025-05,1200424,101070168,576,4787.91
2025-05,1200441,101002188,168,1668.24
2025-05,1200441,101002381,300,3885.0
2025-05,1200441,101002402,144,1429.92
2025-05,1200441,101002612,225,2162.25
2025-05,1200441,101002715,360,2952.0
2025-05,1200441,101003241,360,1868.4
2025-05,1200441,101003347,408,5357.04
2025-05,1200441,101004224,1440,18907.2
2025-05,1200441,101004261,486,11459.880000000001
2025-05,1200441,101070153,312,3098.16
2025-05,1200441,101070154,294,2919.42
2025-05,1200441,101070156,144,1429.92
2025-05,1200441,101070162,393,3902.4900000000002
2025-05,1200441,101070165,249,2472.57
2025-05,1200441,101070168,393,3902.4900000000002
2025-05,1200460,101002612,300,2952.0
2025-05,1200460,101002859,360,1936.8
2025-05,1200460,101003241,360,1936.8
2025-05,1200460,101004174,360,1936.8
2025-05,1200460,101004224,3240,43545.6
2025-05,1200460,101004233,384,3774.72
2025-05,1200460,101004245,216,2903.04
2025-05,1200460,101004261,1458,34992.0
2025-05,1200460,101070156,144,1271.52
2025-05,1200460,101070162,576,5086.08
2025-05,1200460,101070165,720,6357.6
2025-05,1200460,101070168,1296,11443.68
2025-05,1200505,101002612,1050,8578.5
2025-05,1200505,101002715,6300,41328.0
2025-05,1200505,101002717,360,2361.6
2025-05,1200505,101003241,1980,8731.8
2025-05,1200505,101004233,480,3868.8
2025-05,1200505,101070154,72,607.68
2025-05,1200505,101070156,288,2286.72
2025-05,1200505,101070162,2376,18865.440000000002
2025-05,1200505,101070165,216,1715.04
2025-05,1200505,101070168,720,5716.8
2025-05,1200514,101002381,1950,25882.91
2025-05,1200514,101002402,1449,12393.67
2025-05,1200514,101002715,1600,13240.18
2025-05,1200514,101003346,1920,24543.11
2025-05,1200514,101004224,5856,74950.09
2025-05,1200514,101004233,3456,32738.43
2025-05,1200514,101004257,2592,20862.77
2025-05,1200514,101070153,1197,10285.4
2025-05,1200514,101070154,252,1798.4899999999996
2025-05,1200514,101070156,1134,8499.4
2025-05,1200514,101070158,0,-489.07
2025-05,1200514,101070162,3906,33781.81
2025-05,1200514,101070165,1008,6553.92
2025-05,1200514,101070168,2016,17735.55
2025-05,1200518,101001911,82050,1203406.6600000001
2025-05,1200518,101003648,9944,129911.91
2025-05,1200518,101004098,44736,421976.77
2025-05,1200521,101002715,320,2694.4
2025-05,1200521,101003241,330,1775.4
2025-05,1200521,101003360,165,887.7
2025-05,1200521,101004174,495,2663.1
2025-05,1200521,101070153,567,5891.13
2025-05,1200521,101070154,189,1963.71
2025-05,1200521,101070156,378,3927.42
2025-05,1200521,101070162,1260,13091.4
2025-05,1200521,101070165,504,5236.56
2025-05,1200521,101070166,270,4122.9
2025-05,1200548,101003346,2208,30324.96
2025-05,1200548,101004174,14190,82151.64
2025-05,1200548,101004196,2784,26724.93
2025-05,1200548,101004224,16032,222045.68
2025-05,1200548,101070156,6237,63356.94
2025-05,1200548,101070162,8568,86744.59000000001
2025-05,1200611,101002188,63,622.46
2025-05,1200611,101002402,63,622.46
2025-05,1200611,101002612,150,1434.29
2025-05,1200611,101002715,1120,9138.08
2025-05,1200611,101003241,1650,8520.68
2025-05,1200611,101004174,330,1704.14
2025-05,1200611,101004224,1248,16304.31
2025-05,1200611,101004233,384,3622.12
2025-05,1200611,101070154,63,622.46
2025-05,1200611,101070165,189,1867.39
2025-05,1200649,101002188,0,-107.24
2025-05,1200649,101002381,150,1942.5
2025-05,1200649,101002402,0,-85.8
2025-05,1200649,101002612,0,-129.73
2025-05,1200649,101002717,180,1476.0
2025-05,1200649,101002859,180,906.1700000000001
2025-05,1200649,101003241,900,4586.92
2025-05,1200649,101003347,0,-42.54
2025-05,1200649,101004141,0,-104.25
2025-05,1200649,101004224,108,1418.04
2025-05,1200649,101004257,96,777.6
2025-05,1200649,101004261,0,-458.38
2025-05,1200649,101070153,0,-85.8
2025-05,1200649,101070154,144,1193.9099999999999
2025-05,1200649,101070156,288,2430.72
2025-05,1200649,101070158,144,1215.36
2025-05,1200649,101070162,1152,9722.88
2025-05,1200649,101070165,432,3646.08
2025-05,1200649,101070168,1296,10552.16
2025-05,1200654,101001911,51750,759521.87
2025-05,1200654,101002622,240,2656.64
2025-05,1200654,101003648,27544,359844.47
2025-05,1200654,101004098,34752,235435.78999999998
2025-05,1200654,101004125,135,1904.73
2025-05,1200654,101070163,405,5794.76
2025-05,1200657,101001911,54375,798103.36
2025-05,1200657,101003648,19712,257524.47
2025-05,1200657,101004098,27648,260792.53
2025-05,1200659,101001911,42600,604940.03
2025-05,1200659,101002622,8560,102070.16
2025-05,1200659,101003648,13376,174748.73
2025-05,1200659,101004098,18720,100813.27
2025-05,1200659,101004125,405,5714.1900000000005
2025-05,1200659,101070163,405,5794.77
2025-05,1200664,101002188,189,1056.27
2025-05,1200664,101002402,378,3201.54
2025-05,1200664,101070153,63,49.59000000000003
2025-05,1200664,101070154,504,3845.2200000000003
2025-05,1200664,101070156,441,2364.83
2025-05,1200664,101070158,504,3339.42
2025-05,1200664,101070162,945,3798.2500000000005
2025-05,1200664,101070165,441,3432.63
2025-05,1200664,101070168,315,-1128.15
2025-05,1200671,101001911,68775,1014522.73
2025-05,1200671,101002622,960,12226.56
2025-05,1200671,101003648,15048,197012.59
2025-05,1200671,101004098,29088,275468.25
2025-05,1200671,101004125,990,13968.02
2025-05,1200671,101070163,2565,36700.28
2025-05,1200682,101001911,51750,765541.51
2025-05,1200682,101002622,560,5131.92
2025-05,1200682,101003648,18040,235680.88
2025-05,1200682,101004098,32544,306974.55
2025-05,1200682,101004125,360,5079.28
2025-05,1200682,101070163,450,6438.64
2025-05,1200695,101002381,300,3885.0
2025-05,1200695,101002612,300,2883.0
2025-05,1200695,101002859,825,4281.75
2025-05,1200695,101003241,495,2569.05
2025-05,1200695,101003346,192,2520.96
2025-05,1200695,101003360,165,856.35
2025-05,1200695,101004174,330,1712.7
2025-05,1200695,101004224,384,5041.92
2025-05,1200695,101004233,576,5460.48
2025-05,1200695,101004245,96,1260.48
2025-05,1200695,101005690,576,5460.48
2025-05,1200698,101002402,288,2465.28
2025-05,1200698,101002612,1800,17424.0
2025-05,1200698,101002715,5400,44658.0
2025-05,1200698,101002859,360,1890.0
2025-05,1200698,101003241,360,1890.0
2025-05,1200698,101003347,648,7290.0
2025-05,1200698,101003359,360,1890.0
2025-05,1200698,101003360,360,1890.0
2025-05,1200698,101004224,8424,100514.51999999999
2025-05,1200698,101004233,576,5523.84
2025-05,1200698,101004261,7290,172845.90000000002
2025-05,1200698,101070017,192,1472.64
2025-05,1200698,101070162,720,6163.2
2025-05,1200698,101070165,144,1232.64
2025-05,1200698,101070168,1296,11093.76
2025-05,1200711,101001911,58050,847221.99
2025-05,1200711,101002622,1040,9245.39
2025-05,1200711,101003648,1848,23967.34
2025-05,1200711,101004098,37632,217766.4
2025-05,1200711,101004125,1260,17706.579999999998
2025-05,1200711,101070163,23085,303682.91000000003
2025-05,1200711,101070166,1080,13492.73
2025-05,1200718,101002188,0,-79.3
2025-05,1200718,101002612,0,-464.85
2025-05,1200718,101002716,648,6220.8
2025-05,1200718,101002859,0,-208.44
2025-05,1200718,101003241,0,-833.76
2025-05,1200718,101003347,864,9772.14
2025-05,1200718,101003359,0,-208.44
2025-05,1200718,101003360,0,-208.44
2025-05,1200718,101004141,2430,32155.589999999997
2025-05,1200718,101004174,0,-208.44
2025-05,1200718,101004224,0,-68623.2
2025-05,1200718,101004229,0,-806.76
2025-05,1200718,101004230,0,-1210.14
2025-05,1200718,101004245,0,-959.46
2025-05,1200718,101070017,192,1628.16
2025-05,1200718,101070156,0,-410.76
2025-05,1200718,101070158,0,-328.61
2025-05,1200718,101070162,864,8380.8
2025-05,1200718,101070165,0,-246.46
2025-05,1200718,101070168,288,2136.38
2025-05,1200719,101002381,75,1143.0
2025-05,1200719,101002402,0,-126.95
2025-05,1200719,101002612,0,-154.95
2025-05,1200719,101002716,648,6135.9800000000005
2025-05,1200719,101002717,360,3193.2
2025-05,1200719,101002859,0,-184.75
2025-05,1200719,101003241,0,-530.56
2025-05,1200719,101003346,216,3049.92
2025-05,1200719,101003347,1296,15552.0
2025-05,1200719,101003359,0,-184.75
2025-05,1200719,101003360,0,-369.5
2025-05,1200719,101004141,1377,17780.47
2025-05,1200719,101004174,180,990.09
2025-05,1200719,101004183,0,-52.11
2025-05,1200719,101004224,0,-29334.629999999997
2025-05,1200719,101004229,162,4033.8
2025-05,1200719,101004230,0,-311.69
2025-05,1200719,101004245,216,3049.92
2025-05,1200719,101004261,0,-935.07
2025-05,1200719,101005690,192,2035.2
2025-05,1200719,101070017,96,814.08
2025-05,1200719,101070153,0,-126.95
2025-05,1200719,101070154,0,-126.95
2025-05,1200719,101070156,0,-418.21000000000004
2025-05,1200719,101070158,0,-82.15
2025-05,1200719,101070162,288,1919.82
2025-05,1200719,101070165,0,-500.37
2025-05,1200719,101070168,288,2001.9699999999998
2025-05,1200720,101002402,0,-81.5
2025-05,1200720,101002612,0,-154.2
2025-05,1200720,101003241,0,-103.5
2025-05,1200720,101003347,0,-151.85
2025-05,1200720,101003359,0,-103.5
2025-05,1200720,101003360,0,-103.5
2025-05,1200720,101004141,0,-629.37
2025-05,1200720,101004183,0,-103.5
2025-05,1200720,101004229,0,-201.04
2025-05,1200720,101004230,0,-201.04
2025-05,1200720,101004261,0,-553.14
2025-05,1200720,101070162,0,-81.5
2025-05,1200720,101070165,0,-81.5
2025-05,1200720,101070168,0,-81.5
2025-05,1200721,101003133,0,254.11
2025-05,1200721,101003457,0,643.33
2025-05,1200721,101004219,0,249.34
2025-05,1200728,101002402,108,1220.4
2025-05,1200728,101003347,120,1684.8
2025-05,1200728,101004141,90,1396.8
2025-05,1200728,101070153,108,1220.4
2025-05,1200728,101070154,108,1220.4
2025-05,1200728,101070158,108,1220.4
2025-05,1200728,101070162,216,2440.8
2025-05,1200728,101070165,108,1220.4
2025-05,1200728,101070168,216,2440.8
2025-05,1200742,101002612,2400,23184.0
2025-05,1200742,101002715,3960,32472.0
2025-05,1200742,101002717,1080,8856.0
2025-05,1200742,101070153,1152,11473.92
2025-05,1200742,101070154,3456,34421.76
2025-05,1200742,101070156,2304,22947.84
2025-05,1200742,101070158,2016,20079.36
2025-05,1200742,101070162,4032,40158.72
2025-05,1200742,101070165,1152,11473.92
2025-05,1200753,101070153,720,7884.0
2025-05,1200753,101070154,432,4730.4
2025-05,1200753,101070156,720,7884.0
2025-05,1200753,101070158,576,6307.2
2025-05,1200753,101070162,864,9460.8
2025-05,1200753,101070165,576,6307.2
2025-05,1200753,101070168,432,4730.4
2025-05,1200761,101002402,216,2248.56
2025-05,1200761,101002715,540,4989.6
2025-05,1200761,101002717,180,1663.2
2025-05,1200761,101004233,192,2154.24
2025-05,1200761,101004257,192,1914.24
2025-05,1200761,101070153,144,1499.04
2025-05,1200761,101070158,144,1499.04
2025-05,1200761,101070162,432,4497.12
2025-05,1200761,101070165,1296,13491.36
2025-05,1200761,101070168,360,3747.6
2025-05,1200763,101001911,161,2369.9900000000002
2025-05,1200763,101002402,1392,12947.31
2025-05,1200763,101002612,20700,182337.63
2025-05,1200763,101002715,382,2747.6
2025-05,1200763,101002859,1415,6887.38
2025-05,1200763,101003241,24420,118861.53
2025-05,1200763,101003346,13420,154441.44
2025-05,1200763,101003347,10656,122632.45999999999
2025-05,1200763,101003359,359,1747.4099999999999
2025-05,1200763,101004141,4629,62028.95
2025-05,1200763,101004224,55392,638013.68
2025-05,1200763,101004229,12406,256696.24
2025-05,1200763,101004230,19673,407059.97
2025-05,1200763,101004233,9243,82055.28
2025-05,1200763,101004245,96,1104.8
2025-05,1200763,101004257,9655,63357.07
2025-05,1200763,101004261,41976,868538.05
2025-05,1200763,101005690,6090,54004.29
2025-05,1200763,101070153,12090,110632.25
2025-05,1200763,101070154,176,1637.0
2025-05,1200763,101070156,17900,163579.92
2025-05,1200763,101070158,78,725.5
2025-05,1200763,101070161,45630,209994.23
2025-05,1200763,101070162,1151,10472.560000000001
2025-05,1200763,101070164,22871,105386.31999999999
2025-05,1200763,101070165,3415,31093.329999999998
2025-05,1200763,101070168,1186,11031.27
2025-05,1200769,101002612,2400,22747.5
2025-05,1200769,101002715,360,2873.88
2025-05,1200769,101002859,360,1701.0
2025-05,1200769,101003015,576,8019.65
2025-05,1200769,101003241,2520,13225.68
2025-05,1200769,101003347,432,5484.02
2025-05,1200769,101004174,360,2044.44
2025-05,1200769,101004224,2160,27425.96
2025-05,1200769,101004229,324,7596.18
2025-05,1200769,101004230,648,14683.52
2025-05,1200769,101004233,1536,14846.98
2025-05,1200769,101004257,576,5282.49
2025-05,1200769,101004261,2268,51078.1
2025-05,1200769,101070154,432,4545.08
2025-05,1200769,101070156,2016,20572.699999999997
2025-05,1200769,101070158,432,4436.21
2025-05,1200769,101070162,1440,14022.720000000001
2025-05,1200769,101070165,2016,20850.05
2025-05,1200769,101070168,2160,22328.78
2025-05,1200781,101002715,4000,32800.0
2025-05,1200781,101002717,640,5248.0
2025-05,1200781,101003241,165,856.35
2025-05,1200781,101004261,864,20373.12
2025-05,1200781,101070156,2079,19147.59
2025-05,1200781,101070158,63,563.22
2025-05,1200781,101070162,2142,19710.81
2025-05,1200781,101070165,1071,9824.220000000001
2025-05,1200781,101070168,1323,12077.1
2025-05,1200784,101002381,150,1942.5
2025-05,1200784,101002715,720,5904.0
2025-05,1200784,101002717,360,2952.0
2025-05,1200784,101003015,288,4245.12
2025-05,1200784,101004224,216,2836.08
2025-05,1200784,101070162,1152,9722.88
2025-05,1200784,101070165,1440,12153.6
2025-05,1200784,101070168,864,7292.16
2025-05,1200785,101002188,504,5552.24
2025-05,1200785,101002402,504,5552.24
2025-05,1200785,101002612,450,4477.31
2025-05,1200785,101002715,1920,16574.26
2025-05,1200785,101002717,320,2746.76
2025-05,1200785,101002859,330,1830.56
2025-05,1200785,101003241,660,3724.76
2025-05,1200785,101004174,330,1843.44
2025-05,1200785,101070153,315,3445.02
2025-05,1200785,101070154,756,8285.380000000001
2025-05,1200785,101070156,882,9641.97
2025-05,1200785,101070158,504,5523.2
2025-05,1200785,101070162,756,8323.529999999999
2025-05,1200785,101070165,630,6899.73
2025-05,1200785,101070168,1134,12537.98
2025-05,1200786,101002402,252,2875.32
2025-05,1200786,101002612,150,1549.5
2025-05,1200786,101002859,165,955.35
2025-05,1200786,101003241,330,1910.7
2025-05,1200786,101003359,165,955.35
2025-05,1200786,101004141,72,1103.94
2025-05,1200786,101004224,1056,14910.72
2025-05,1200786,101004261,288,7171.2
2025-05,1200786,101070153,126,1437.66
2025-05,1200786,101070154,63,718.83
2025-05,1200786,101070156,252,2875.32
2025-05,1200786,101070158,189,2156.49
2025-05,1200786,101070162,441,5031.81
2025-05,1200786,101070165,441,5031.81
2025-05,1200786,101070168,693,7907.13
2025-05,1200793,101002612,300,3744.0
2025-05,1200793,101002859,165,1189.65
2025-05,1200793,101003241,165,1189.65
2025-05,1200793,101004174,825,5948.25
2025-05,1200793,101070154,351,5114.07
2025-05,1200793,101070156,27,393.39
2025-05,1200793,101070158,126,1835.82
2025-05,1200793,101070162,783,11408.31
2025-05,1200793,101070165,252,3671.64
2025-05,1200793,101070168,477,6949.889999999999
2025-05,1200797,101002381,150,1942.5
2025-05,1200797,101002402,144,1215.36
2025-05,1200797,101002612,300,2883.0
2025-05,1200797,101002715,360,2952.0
2025-05,1200797,101002859,360,1868.4
2025-05,1200797,101003015,288,4245.12
2025-05,1200797,101003241,360,1868.4
2025-05,1200797,101003346,432,5672.16
2025-05,1200797,101003347,864,9642.24
2025-05,1200797,101004141,162,1968.3
2025-05,1200797,101004174,360,1868.4
2025-05,1200797,101004224,1296,17016.48
2025-05,1200797,101004261,162,3819.96
2025-05,1200797,101070153,144,1215.36
